CERSEI,Your wounds from the Blackwater seem to have healed
LANCEL,It wasn’t my wounds that needed healing
CERSEI,I doubt you’ve ever led anyone anywhere
LANCEL,I tempted you into our unnatural relations
CERSEI,I don’t know what you’re talking about
LANCEL,I’m a different person now
CERSEI,The day Tywin Lannister’s soul needs your help… Cersei takes a sip of wine and Lancel walks away
CUT TO,LORAS’ BEDROOM Close-up of Loras' birth mark
OLYVAR,It looks like Dorne
LORAS,No it doesn’t
OLYVAR,It does
And over here is… Sunsnake? Stonespear? LORAS,Sandstone
OLYVAR,Yes
LORAS,Fine
LORAS,It’s Dorne
OLYVAR,We should go there
LORAS,"Judging by my experience, that would be wonderful"
MARGAERY,We’re late for dinner as it is
LORAS,You’re very respectful
MARGAERY,I’m very hungry
MARGAERY,"I’m afraid my brother is keeping the king waiting, Olyvar"
What’s the point in trying to keep a secret in a place like this? MARGAERY,In any event… (throws Loras his clothes) you shouldn’t keep your intended waiting
LORAS,My intended? Please
MARGAERY,Lucky you
LORAS,Unlucky you
MARGAERY,Perhaps
TYRION,"Eunuch, the spider, the master of whisperers"
VARYS,"Imp, half-man"
VARYS,There are faster ways to kill yourself
TYRION,Not for a coward
VARYS,"You are many things, my friend, but not a coward"
TYRION,You never told me why you set me free
VARYS,Your brother asked me to
TYRION,You could have said no
VARYS,Refuse the Kingslayer? A dangerous proposition
TYRION,Not as dangerous as releasing me
VARYS,I didn’t do it for you
TYRION,A drunken dwarf will never be the savior of the Seven Kingdoms
VARYS,I don’t believe in saviors
TYRION,You’re going to have to find another soldier
VARYS,"You have many admirable qualities, self-pity is not one of them"
TYRION,I’m not well-suited for work
VARYS,I think you are
TYRION,Compassion? Yes
VARYS,I never said you were perfect
TYRION,Where the castles are made of gingerbread and the moats are filled with blackberry wine
VARYS,Perhaps
"If you sat on the Iron Throne, would you spread misery throughout the land? TYRION",I will never sit on the Iron Throne
VARYS,"No, you won’t"
TYRION,Good luck finding him
VARYS,Who said anything about him? You have a choice my friend
DAARIO NAHARIS,When did the Unsullied start patrolling the streets of Meereen? Looks like your friends haven’t been behaving themselves
MEEREEN - GREAT PYRAMID HIZDAHR ZO LORAQ,The mission to Yunkai was a resounding success
DAENERYS,Good
HIZDAHR,They did ask for some concessions
DAENERYS,I’m not a politician
HIZDAHR,Forgive me
DAENERYS,I don’t expect the Wise Masters to be happy
HIZDAHR,They do not ask for the return of slavery
HIZDAHR,The pitfighters that you liberated plead for this opportunity
DAENERYS,No fighting pits
HIZDAHR,Opening them would show the people of Yunkai and Meereen that you respect their traditions
DAENERYS,I do not respect the tradition of human cockfighting
GREAT PYRAMIND - BEDROOM DAENERYS,Whatever he wants from me he’s not going to get it
If he really believes I’m going to reopen the fighting pits… DAARIO,You should reopen the fighting pits
DAARIO,You’re the queen
DAENERYS,That’s why I have the Unsullied patrolling the streets
DAARIO (scoffs),Anyone with a chest full of gold can buy an army of Unsullied
DAENERYS,I don’t want another child’s bones dropped at my feet
DAARIO,A dragon queen with no dragons is not a queen
DAENERYS,"Viserion? Rhaegal? The two fully grown dragons start snapping, screaming, and breathing fire at her"
DAENERYS,Easy
CUT TO,CASTLE BLACK Members of the Night’s Watch are constructing a funeral pyre
MANCE,So here we are
JON,Here we are
MANCE,When we first met you were my prisoner
"And now, for our last meeting… JON",This doesn’t have to be our last meeting
MANCE,"No, but it will be"
I’ll give him this much,he’s bold
JON,You told me you weren’t here to conquer
MANCE,That’s right
JON,You spent your life convincing 90 clans to come together for the first time in history
Isn’t their survival more important than your pride? MANCE,Pride? Fuck my pride
JON,Then bend the knee and save your people
MANCE,They followed me because they respected me
JON,And how many tens of thousands are out there right now? How many women? How many children? And you won’t go out and rescue them because why? You’re afraid of looking afraid
MANCE,"Oh, I am afraid"
How will they do it? Beheading? Hanging? JON,They’ll burn you alive
MANCE,Bad way to go
JON,"And what happens to your people? You preserve your dignity and die standing, and they’ll sing songs about you"
MANCE,You’re a good lad
JON,I think you’re making a terrible mistake
MANCE,The freedom to make my own mistakes was all I ever wanted
STANNIS,"Mance Rayder, you’ve been called the King Beyond the Wall"
STANNIS,Kneel and live
MANCE,This was my home for many years
MELISANDRE,"Man or woman, young or old, lord or peasant, our choices are the same"
MELISANDRE,"Free folk, there is only one true king, and his name is Stannis"
