thirdAc,arrival,from_station_code,name,zone,chair_car,first_class,duration_m,sleeper,from_station_name,number,departure,return_train,to_station_code,second_ac,to_station_name,duration_h,type_of_train,first_ac,distance
0,08:35:00,UHP,UDHAMPUR JAMMUTAWI DMU,NR,0,0,50,0,UDHAMPUR,04602,06:45:00,04601,JAT,0,JAMMU TAWI,1,DEMU,0,53
0,17:50:00,JAT,JAT UDAHMPUR DMU,NR,0,0,35,0,JAMMU TAWI,04603,16:15:00,04604,UHP,0,UDHAMPUR,1,DEMU,0,53
0,19:50:00,UHP,UDHAMPUR JAMMUTAWI DMU,NR,0,0,30,0,UDHAMPUR,04604,18:20:00,04603,JAT,0,JAMMU TAWI,1,DEMU,0,53
1,12:30:00,BDTS,Mumbai BandraT-Bikaner SF Special,NWR,0,0,55,1,MUMBAI BANDRA TERMINUS,04728,14:35:00,04727,BKN,1,BIKANER JN,21,SF,0,1212
0,00:25:00,SSA,Sirsa - Hisar Passenger Special,?,0,0,35,0,Sirsa,04741,22:50:00,04742,HSR,0,Hisar,1,Pass,0,82
0,06:10:00,HSR,Hisar - Sirsa Passenger Special,?,0,0,50,0,Hisar,04742,04:20:00,04741,SSA,0,Sirsa,1,Pass,0,82
0,23:45:00,DNA,Rewari Degana Merta Special,NWR,0,0,15,0,DEGANA JN,04853,22:30:00,04854,MTD,0,MERTA ROAD JN,1,Pass,0,44
0,04:40:00,MTD,Degana Merta Special,NWR,0,0,0,0,MERTA ROAD JN,04854,03:40:00,04853,DNA,0,DEGANA JN,1,Pass,0,44
1,17:50:00,JAT,JAMMU TAWI - BANDRA TERMINUS AC Suvidha Special (Starts 5 April),WR,0,0,20,1,JAMMU TAWI,09022,09:30:00,09021,BDTS,1,MUMBAI BANDRA TERMINUS,32,SF,1,1957
1,21:55:00,DR,Chalukya Express,CR,0,0,25,1,MUMBAI DADAR CENTRAL,11017,21:30:00,11018,YPR,1,YESVANTPUR JN,24,Exp,0,1205
1,04:25:00,CSTM,Konark Express,CR,0,0,15,1,MUMBAI CST,11019,15:10:00,11020,BBS,1,BHUBANESWAR,37,Exp,0,1932
1,03:55:00,BBS,Konark Express,CR,0,0,35,1,BHUBANESWAR,11020,15:20:00,11019,CSTM,1,MUMBAI CST,36,Exp,0,1932
1,06:05:00,CSTM,Sahyadri Express,CR,0,0,15,1,MUMBAI CST,11023,17:50:00,11024,KOP,1,C SHAHU M RAJ KOLHAPUR TERM,12,Exp,0,518
1,11:55:00,KOP,Sahyadri Express,CR,0,0,5,1,C SHAHU M RAJ KOLHAPUR TERM,11024,22:50:00,11023,CSTM,1,MUMBAI CST,13,Exp,0,518
0,12:05:00,MMR,Manmad Pune Express(Via Nasik),CR,1,0,35,0,MANMAD JN,11025,04:30:00,11026,PUNE,0,PUNE JN,7,Exp,0,364
0,21:30:00,PUNE,Pune Manmad Express,CR,1,0,40,0,PUNE JN,11026,12:50:00,11025,MMR,0,MANMAD JN,8,Exp,0,364
1,04:55:00,CSTM,Mumbai CST-Chennai Mail,CR,0,0,10,1,MUMBAI CST,11027,23:45:00,11028,MAS,1,CHENNAI CENTRAL,29,Mail,0,1283
0,20:25:00,CSTM,Koyna Express,CR,1,0,45,0,MUMBAI CST,11029,08:40:00,11030,KOP,0,C SHAHU M RAJ KOLHAPUR TERM,11,Exp,0,518
0,20:22:00,KOP,Koyna Express,CR,1,0,27,0,C SHAHU M RAJ KOLHAPUR TERM,11030,07:55:00,11029,CSTM,0,MUMBAI CST,12,Exp,0,518
1,06:45:00,PUNE,PUNE - DARBHANGA Gyan Ganga Exp,CR,0,0,30,1,PUNE JN,11033,16:15:00,11034,DBG,1,DARBHANGA JN,38,Exp,0,1948
1,21:45:00,DR,Dadar-Mysore Sharavati Express,CR,0,0,15,1,MUMBAI DADAR CENTRAL,11035,21:30:00,11036,MYS,1,MYSORE JN,24,Exp,0,1212
1,05:50:00,MYS,Mysore-Dadar Sharavati Express,CR,0,0,35,1,MYSORE JN,11036,06:15:00,11035,DR,1,MUMBAI DADAR CENTRAL,23,Exp,0,1212
1,01:15:00,PUNE,PUNE - GORAKHPUR Exp,CR,0,0,0,1,PUNE JN,11037,16:15:00,11038,GKP,1,GORAKHPUR JN,33,Exp,0,1771
1,04:05:00,GKP,GORAKHPUR - PUNE Exp,CR,0,0,35,1,GORAKHPUR JN,11038,15:30:00,11037,PUNE,1,PUNE JN,36,Exp,0,1771
1,20:15:00,KOP,Maharashtra Express,CR,0,0,45,1,C SHAHU M RAJ KOLHAPUR TERM,11039,15:30:00,11040,G,1,GONDIA JN,28,Exp,0,1346
0,19:10:00,KOP,Kolhapur-Gorakhpur Express Slip,CR,0,0,40,1,C SHAHU M RAJ KOLHAPUR TERM,11039-Slip,15:30:00,,GKP,0,GORAKHPUR JN,51,Exp,0,2107
1,12:45:00,G,Maharashtra Express,CR,0,0,25,1,GONDIA JN,11040,08:20:00,11039,KOP,1,C SHAHU M RAJ KOLHAPUR TERM,28,Exp,0,1346
0,08:50:00,G,Gondia-Solapur Maharashtra Express Slip,CR,0,0,30,1,GONDIA JN,11040-Slip,08:20:00,,SUR,0,SOLAPUR JN,24,Exp,0,1132
1,16:45:00,CSTM,Mumbai - Chennai Express,CR,0,0,45,1,MUMBAI CST,11041,14:00:00,11042,MAS,1,CHENNAI CENTRAL,26,Exp,0,1283
1,12:30:00,LTT,MUMBAI LTT - MADURAI Exp,CR,0,0,15,1,LOKMANYA TILAK TERM,11043,00:15:00,11044,MDU,1,MADURAI JN,36,Exp,0,1702
1,05:45:00,MDU,MADURAI - MUMBAI LTT Exp,CR,0,0,45,1,MADURAI JN,11044,18:00:00,11043,LTT,1,LOKMANYA TILAK TERM,35,Exp,0,1702
1,12:00:00,KOP,KOLHAPUR CSMT - DHANBAD Deekshabhoomi Exp,CR,0,0,15,1,C SHAHU M RAJ KOLHAPUR TERM,11045,23:45:00,11046,DHN,0,DHANBAD JN,60,Exp,0,2968
0,06:25:00,MRJ,Hubli Express,CR,0,0,15,1,MIRAJ JN,11047,00:10:00,11048,UBL,0,HUBLI JN,6,Exp,0,279
0,05:15:00,UBL,Hubli Miraj Express,CR,0,0,15,1,HUBLI JN,11048,23:00:00,11047,MRJ,0,MIRAJ JN,6,Exp,0,279
1,15:25:00,ADI,Ahmedabad-Kolhapur Express,CR,0,0,55,1,AHMEDABAD JN,11049,19:30:00,11050,KOP,1,C SHAHU M RAJ KOLHAPUR TERM,19,Exp,0,961
1,07:45:00,KOP,Kolhapur-Ahmedabad Express,CR,0,0,55,1,C SHAHU M RAJ KOLHAPUR TERM,11050,12:50:00,11049,ADI,1,AHMEDABAD JN,18,Exp,0,961
1,14:15:00,SUR,Solapur-Kolhapur Express,CR,0,0,5,1,SOLAPUR JN,11051,08:10:00,11052,KOP,0,C SHAHU M RAJ KOLHAPUR TERM,6,Exp,0,315
1,15:00:00,KOP,Kolhapur Solapur Express,CR,0,0,15,1,C SHAHU M RAJ KOLHAPUR TERM,11052,08:45:00,11051,SUR,0,SOLAPUR JN,6,Exp,0,315
1,16:05:00,GKP,GORAKHPUR - MUMBAI LTT Exp,CR,0,0,40,1,GORAKHPUR JN,11056,06:25:00,11055,LTT,1,LOKMANYA TILAK TERM,33,Exp,0,1733
1,16:30:00,DR,Dadar Amritsar Express,CR,0,0,45,1,MUMBAI DADAR CENTRAL,11057,23:45:00,11058,ASR,1,AMRITSAR JN,40,Exp,0,2037
1,07:25:00,DR,Dadar Amritsar Express Slip,CR,0,0,40,1,MUMBAI DADAR CENTRAL,11057-Slip,23:45:00,,DHI,1,Dhule,7,Exp,0,375
1,04:00:00,ASR,Amritsar Dadar Express,CR,0,0,30,1,AMRITSAR JN,11058,08:30:00,11057,DR,1,MUMBAI DADAR CENTRAL,43,Exp,0,2037
1,20:55:00,LTT,MUMBAI LTT - CHHAPRA Godan Exp,CR,0,0,0,1,LOKMANYA TILAK TERM,11059,10:55:00,11060,CPR,1,CHHAPRA,34,Exp,0,1772
1,16:05:00,CPR,CHHAPRA - MUMBAI LTT Godan Exp,CR,0,0,35,1,CHHAPRA,11060,05:30:00,11059,LTT,1,LOKMANYA TILAK TERM,34,Exp,0,1772
1,03:45:00,DBG,DARBHANGA - MUMBAI LTT Pawan Exp,CR,0,0,55,1,DARBHANGA JN,11062,15:50:00,11061,LTT,1,LOKMANYA TILAK TERM,35,Exp,0,1791
0,08:10:00,KTYM,Kottayam Kollam Passenger,SR,0,0,30,0,KOTTAYAM,56305,05:40:00,,QLN,0,KOLLAM JN,2,Pass,0,96
0,07:00:00,RNC,Ranchi Lohardaga Passenger,SER,0,0,30,0,RANCHI,58651,05:30:00,58652,LAD,0,Lohardaga,1,Pass,0,67
0,19:28:00,JU,Jodhpur Pipar Road Passenger Special,NWR,0,0,58,0,JODHPUR JN,04858,18:30:00,04857,PPR,0,PIPAR ROAD JN,0,Pass,0,46
0,14:25:00,FBD,Farrukhabad-KanpurAnwarganj Passenger,NER,0,0,25,0,FARRUKHABAD,05305,11:00:00,05306,CPA,0,KANPUR ANWARGANJ,3,Pass,0,138
0,18:20:00,CPA,KanpurAnwarganj-Farrukhabad Special,NER,0,0,25,0,KANPUR ANWARGANJ,05306,14:55:00,05305,FBD,0,FARRUKHABAD,3,Exp,0,138
1,22:45:00,KYQ,Kamakhya - Mumbai LTT (Weekly) Special,NFR,0,0,55,1,KAMAKHYA,05650,15:50:00,05649,LTT,0,LOKMANYA TILAK TERM,54,Exp,0,2613
0,13:30:00,LMG,Hill Queen Express,NFR,1,0,45,0,LUMDING JN,05697,09:45:00,05698,LFG,0,Lower Haflong,3,JShtb,0,104
0,17:30:00,LFG,Hill Queen Express,NFR,1,0,45,0,Lower Haflong,05698,13:45:00,05697,LMG,0,LUMDING JN,3,JShtb,0,104
1,03:40:00,QLN,Kollam-Chennai Central SF Special,SR,0,0,10,1,KOLLAM JN,06002,11:30:00,06001,MAS,1,CHENNAI CENTRAL,16,SF,0,858
1,11:30:00,MAS,Chennai Central-Kollam Special,SR,0,0,45,1,CHENNAI CENTRAL,06003,20:45:00,06002,QLN,1,KOLLAM JN,14,Exp,0,857
1,10:45:00,QLN,Kollam-Chennai Central Special,SR,0,0,55,1,KOLLAM JN,06004,17:50:00,06005,MAS,1,CHENNAI CENTRAL,16,Exp,0,857
1,11:30:00,MAS,Chennai Central-Kollam SF Special,SR,0,0,45,1,CHENNAI CENTRAL,06005,20:45:00,06006,QLN,1,KOLLAM JN,14,SF,0,857
1,10:45:00,QLN,Kollam-Chennai Central SF Special,SR,0,0,55,1,KOLLAM JN,06006,17:50:00,06007,MAS,1,CHENNAI CENTRAL,16,SF,0,857
1,06:45:00,MAS,Chennai Central-Kollam SF Special,SR,0,0,30,1,CHENNAI CENTRAL,06007,15:15:00,06008,QLN,1,KOLLAM JN,15,SF,0,858
1,03:40:00,QLN,KollamChennai Central SF Special,SR,0,0,10,1,KOLLAM JN,06008,11:30:00,06007,MAS,1,CHENNAI CENTRAL,16,SF,0,858
1,15:30:00,MAS,Chennai CentralKollam SF Special,SR,0,0,0,1,CHENNAI CENTRAL,06009,23:30:00,06008,QLN,1,KOLLAM JN,16,SF,0,858
1,05:45:00,MAS,Chennai Central Kollam (Weekly) SF Special,SR,0,0,30,1,CHENNAI CENTRAL,06011,15:15:00,06010,QLN,1,KOLLAM JN,14,SF,0,858
1,11:30:00,MYS,Mysore-Sainagar Shirdi Special,SWR,0,0,0,1,MYSORE JN,06201,05:30:00,06202,SNSI,1,SAINAGAR SHIRDI,30,Exp,0,1304
1,07:10:00,SNSI,Sainagar Shirdi - Mysore Special,SWR,0,0,15,1,SAINAGAR SHIRDI,06202,23:55:00,06201,MYS,1,MYSORE JN,31,Exp,0,1304
0,17:05:00,MYS,Mysore Nanjangud Town passenger,SWR,0,0,55,0,MYSORE JN,06215,16:10:00,06216,NTW,0,NANJANGUD TOWN,0,Pass,0,25
0,18:20:00,NTW,Nanjangud Town Mysore Passenger,SWR,0,0,50,0,NANJANGUD TOWN,06216,17:30:00,06215,MYS,0,MYSORE JN,0,Pass,0,25
0,07:00:00,SMET,Shimoga Mysore Express,SWR,0,0,50,1,Shimoga Town,06228,22:10:00,,MYS,0,MYSORE JN,8,Exp,0,276
1,10:30:00,NCJ,Nagercoil-Mangalore Special,SR,0,0,40,1,NAGERCOIL JN,06301,16:50:00,06302,MAJN,1,MANGALORE JN,17,Exp,0,711
1,07:50:00,MAJN,Mangalore-Nagercoil Special,SR,0,0,35,1,MANGALORE JN,06302,16:15:00,06301,NCJ,1,NAGERCOIL JN,15,Exp,0,711
1,16:10:00,YPR,Yesvantpur - Ahmedabad Garib Rath Special,SWR,0,0,50,0,YESVANTPUR JN,06501,05:20:00,06502,ADI,0,AHMEDABAD JN,34,GR,0,1719
1,11:25:00,ADI,Ahmedabad -Yesvantpur Garib Rath Special,SWR,0,0,10,0,AHMEDABAD JN,06502,20:15:00,06501,YPR,0,YESVANTPUR JN,39,GR,0,1719
1,11:00:00,YPR,Bijapur Express,SWR,0,0,15,1,YESVANTPUR JN,06535,19:45:00,06536,BJP,1,BIJAPUR,15,Exp,1,712
1,09:15:00,BJP,Bijapur-Yesvantpur Special,SWR,0,0,35,1,BIJAPUR,06536,17:40:00,06535,YPR,1,YESVANTPUR JN,15,Exp,1,712
0,07:55:00,YPR,Yesvantpur-Hosur Passenger Special,SWR,0,0,35,0,YESVANTPUR JN,06591,06:20:00,06592,HSRA,0,Hosur,1,Pass,0,67
0,09:50:00,HSRA,Hosur-Yesvantpur Passenger,SWR,0,0,40,0,Hosur,06592,08:10:00,06593,YPR,0,YESVANTPUR JN,1,Pass,0,67
0,19:20:00,HSRA,Hosur-Yesvantpur Passenger Special,SWR,0,0,35,0,Hosur,06594,17:45:00,06593,YPR,0,YESVANTPUR JN,1,Pass,0,67
0,11:45:00,YPR,Yesvantpur-Devanhalli Special,SWR,0,0,5,0,YESVANTPUR JN,06595,10:40:00,06596,DHL,0,Devanhalli,1,Pass,0,36
0,14:25:00,DHL,Devanahalli-Yesvantpur Special,SWR,0,0,10,0,Devanhalli,06596,13:15:00,06595,YPR,0,YESVANTPUR JN,1,Pass,0,36
1,06:40:00,CBE,Coimbatore-Nagercoil Special,SR,0,0,20,1,COIMBATORE JN,06617,20:20:00,06618,NCJ,1,NAGERCOIL JN,10,Exp,0,497
1,08:00:00,NCJ,Nagercoil-Coimbatore Special,SR,0,0,45,1,NAGERCOIL JN,06618,20:15:00,06617,CBE,1,COIMBATORE JN,11,Exp,0,497
0,13:20:00,CBE,Coimbatore-Yesvantpur SF Special,SR,1,0,20,0,COIMBATORE JN,06621,06:00:00,06622,YPR,0,YESVANTPUR JN,7,SF,0,440
0,21:40:00,YPR,Yesvantpur-Coimbatore SF Special,SR,1,0,25,0,YESVANTPUR JN,06622,14:15:00,06621,CBE,0,COIMBATORE JN,7,SF,0,440
0,19:50:00,KKDI,Karaikkudi Manamadurai Passenger,SR,0,0,20,0,Karaikkudi Junction,06837,18:30:00,06838,MNM,0,MANAMADURAI JN,1,Pass,0,61
0,09:15:00,MNM,Manamadurai Karaikkudi Passenger,SR,0,0,20,0,MANAMADURAI JN,06838,07:55:00,06837,KKDI,0,Karaikkudi Junction,1,Pass,0,61
0,18:15:00,TPJ,Tiruchirappalli Karaikkudi Passenger Special,SR,0,0,20,0,TIRUCHIRAPPALLI,06839,15:55:00,06840,KKDI,0,Karaikkudi Junction,2,Pass,0,90
0,12:05:00,KKDI,Karaikkudi-Tiruchirappalli Passenger Special,SR,0,0,25,0,Karaikkudi Junction,06840,09:40:00,06839,TPJ,0,TIRUCHIRAPPALLI,2,Pass,0,90
1,06:30:00,UBL,Hubli Jn - Vasco Da Gama Link Express,?,0,0,30,1,HUBLI JN,06948,23:00:00,,VSG,0,VASCO DA GAMA,7,Exp,0,236
1,05:45:00,HYB,Hyderabad-Korba Special,SCR,0,0,0,1,HYDERABAD DECCAN,07003,10:45:00,07004,KRBA,1,Korba,19,Exp,0,996
1,04:45:00,KRBA,Korba-Hyderabad Special,SCR,0,0,45,1,Korba,07004,08:00:00,07003,HYB,1,HYDERABAD DECCAN,20,Exp,0,999
1,14:00:00,AII,Ajmer - Hyderabad Special,SCR,0,0,15,1,AJMER JN,07105,22:45:00,07106,HYB,1,HYDERABAD DECCAN,39,Exp,0,2033
0,07:15:00,MSB,Chennai Beach Tambaram EMU,SR,0,0,55,0,CHENNAI BEACH,40005,06:20:00,,TBM,0,TAMBARAM,0,MEMU,0,29
0,10:45:00,SHG,Shahganj Ballia Passenger,NER,0,0,30,0,SHAHGANJ JN,55138,06:15:00,55137,BUI,0,BALLIA,4,Pass,0,168
0,20:15:00,KTYM,Kottayam Kollam Passenger,SR,0,0,30,0,KOTTAYAM,56393,17:45:00,56394,QLN,0,KOLLAM JN,2,Pass,0,96
0,None,NBD,DELHI SARAI ROHILLA - KOTDWAR Mussoorie Exp,,0,0,,0,NAJIBABAD JN,24041,None,24042,KTW,0,KOTDWARA,,,0,
1,06:45:00,KOP,Shahu Maharaj T. Kolhapur - Hyderabad Special,SCR,0,0,15,1,C SHAHU M RAJ KOLHAPUR TERM,07144,07:30:00,07143,HYB,1,HYDERABAD DECCAN,23,Exp,0,998
0,06:10:00,MYS,Mysore Shimoga Express,SWR,0,0,55,1,MYSORE JN,07301,22:15:00,,SMET,0,Shimoga Town,7,Exp,0,276
0,12:15:00,ADB,Adilabad-Nanded Special,SCR,0,0,45,0,ADILABAD,07403,07:30:00,07404,NED,0,HUZUR SAHIB NANDED,4,Pass,0,185
0,19:30:00,NED,Nanded-Adilabad Special,SCR,0,0,30,0,HUZUR SAHIB NANDED,07404,15:00:00,07403,ADB,0,ADILABAD,4,Pass,0,185
0,12:30:00,KCG,Kacheguda Kamareddi Special,SCR,0,0,20,0,KACHEGUDA,07603,09:10:00,07604,KMC,0,KAMAREDDI,3,Pass,0,114
0,13:40:00,KMC,Kamareddi-Nizamabad Passenger Special,SCR,0,0,55,0,KAMAREDDI,07605,12:45:00,07606,NZB,0,NIZAMABAD,0,Pass,0,52
0,15:15:00,NZB,Nizamabad-Kamareddi Special,SCR,0,0,55,0,NIZAMABAD,07606,14:20:00,07605,KMC,0,KAMAREDDI,0,Pass,0,52
0,09:35:00,SC,Secunderabad - Mancherial Special,SCR,0,0,5,0,SECUNDERABAD JN,07607,05:30:00,07608,MCI,0,MANCHIRYAL,4,Exp,0,239
0,14:30:00,MCI,Mancherial - Secunderabad Special,SCR,0,0,0,0,MANCHIRYAL,07608,10:30:00,07607,SC,0,SECUNDERABAD JN,4,Exp,0,239
0,10:45:00,KGP,Kharagpur-Jhargram Express Special,SER,1,0,35,0,KHARAGPUR JN,08001,10:10:00,08002,JGM,0,JHARGRAM,0,Exp,0,39
0,19:20:00,JGM,Jhargram-Kharagpur Special,SER,1,0,55,0,JHARGRAM,08002,18:25:00,08001,KGP,0,KHARAGPUR JN,0,Exp,0,39
1,14:50:00,MYS,Mysore - Howrah Special,SER,0,0,20,1,MYSORE JN,08004,00:30:00,08003,HWH,1,HOWRAH JN,38,Exp,0,2111
0,06:00:00,KGP,Kharagpur- Jhargram MEMU Special,?,0,0,50,0,KHARAGPUR JN,08017,05:10:00,08018,JGM,0,JHARGRAM,0,MEMU,0,38
0,23:05:00,JGM,Jhargram - Kharagpur MEMU Special,SER,0,0,55,0,JHARGRAM,08018,22:10:00,08017,KGP,0,KHARAGPUR JN,0,MEMU,0,38
1,23:05:00,SHM,Kolkata Shalimar-Haridwar Puja Special,SER,0,0,45,1,KOLKATA SHALIMAR,08043,17:20:00,08044,HW,1,HARIDWAR JN,29,Exp,0,1595
0,06:45:00,KGP,Kharagpur- Jhargram MEMU Special,?,0,0,38,0,KHARAGPUR JN,08051,06:07:00,08052,JGM,0,JHARGRAM,0,MEMU,0,38
0,18:40:00,JGM,Jhargram - Kharagpur MEMU Special,SER,0,0,40,0,JHARGRAM,08052,18:00:00,08051,KGP,0,KHARAGPUR JN,0,MEMU,0,38
1,18:00:00,SHM,Shalimar-Tirupati Special,SER,0,0,10,1,KOLKATA SHALIMAR,08055,15:50:00,08056,TPTY,1,TIRUPATI MAIN,26,SF,0,1616
0,06:45:00,TATA,Tatanagar Bilaspur Passenger,SER,0,0,15,0,TATANAGAR JN,08113,16:30:00,08114,BSP,0,BILASPUR JN,14,Pass,0,470
0,12:30:00,BSP,Bilaspur Tatanagar Passenger,SER,0,0,40,0,BILASPUR JN,08114,18:50:00,08113,TATA,0,TATANAGAR JN,17,Pass,0,470
1,22:45:00,PURI,Puri-Bangalore weekly Garib Rath special,ECoR,0,0,15,0,PURI,08469,14:30:00,08470,SBC,0,BANGALORE CITY JN,32,GR,0,1529
1,05:50:00,SBC,Bangalore-Puri Garib Rath Special,ECoR,0,0,55,0,BANGALORE CITY JN,08470,23:55:00,08469,PURI,0,PURI,29,GR,0,1529
1,09:45:00,BBS,Bhubaneswar - Tirupati Weekly Special,ECoR,0,0,0,1,BHUBANESWAR,08471,11:45:00,08472,TPTY,1,TIRUPATI MAIN,22,Exp,0,1205
1,14:00:00,TPTY,Tirupati - Bhubaneswar Weekly Special,ECoR,0,0,0,1,TIRUPATI MAIN,08472,14:00:00,08471,BBS,1,BHUBANESWAR,24,Exp,0,1205
1,09:00:00,VSKP,Visakhapatnam-Secunderabad Special,ECoR,0,0,20,1,VISHAKAPATNAM,08565,19:40:00,08566,SC,1,SECUNDERABAD JN,13,Exp,0,701
1,10:15:00,SC,Secunderabad Vishakaptnam Special,ECoR,0,0,45,1,SECUNDERABAD JN,08566,21:30:00,08565,VSKP,1,VISHAKAPATNAM,12,Exp,0,701
1,11:00:00,VSKP,Visakhapatnam Sainagar Shirdi special,ECoR,0,0,30,1,VISHAKAPATNAM,08567,05:30:00,08568,SNSI,1,SAINAGAR SHIRDI,29,Exp,0,1403
1,22:45:00,SNSI,Shirdi-Visakhapatnam Weekly Special,ECoR,0,0,25,1,SAINAGAR SHIRDI,08568,18:20:00,08567,VSKP,1,VISHAKAPATNAM,28,Exp,0,1405
1,15:30:00,VSKP,Visakhapatnam-Kollam Sabarimalai Special,ECoR,0,0,30,1,VISHAKAPATNAM,08569,09:00:00,,QLN,1,KOLLAM JN,30,Exp,0,1568
0,20:10:00,DRZ,Dalli Rajhara Durg Pass,SECR,0,0,5,0,Dalli Rajhara,08786,18:05:00,08785,DURG,0,DURG,2,Pass,0,88
0,10:20:00,R,Raipur-Durg Special,SECR,0,0,0,0,RAIPUR JN,08787,09:20:00,08788,DURG,0,DURG,1,Pass,0,37
0,09:05:00,DURG,Durg-Raipur Special,SECR,0,0,0,0,DURG,08788,08:05:00,08787,R,0,RAIPUR JN,1,Pass,0,37
1,05:45:00,ADI,Ahmedabad Mumbai Central Superfast Special,WR,0,0,5,1,AHMEDABAD JN,09002,21:40:00,09001,BCT,1,Mumbai Central,8,SF,0,491
1,01:40:00,BDTS,BANDRA TERMINUS - JAMMU TAWI AC Suvidha Special (Starts 4 April),WR,0,0,45,1,MUMBAI BANDRA TERMINUS,09021,16:55:00,09022,JAT,1,JAMMU TAWI,32,SF,1,1955
1,01:10:00,BL,Valsad-Varanasi Weekly Special,WR,0,0,30,1,VALSAD,09051,19:40:00,09052,BSB,1,VARANASI JN,29,Exp,0,1467
1,10:30:00,PBR,Porbandar Secunderabad Weekly Special,WR,0,0,40,1,PORBANDAR,09221,23:50:00,09222,SC,1,SECUNDERABAD JN,34,Exp,0,1694
0,20:15:00,BDTS,Bandra Terminus Okha Weekly Special,WR,0,0,20,1,MUMBAI BANDRA TERMINUS,09561,23:55:00,09562,OKHA,1,OKHA,20,Exp,0,980
1,09:30:00,HMH,Hanumangarh Kota Special,NWR,0,1,5,1,HANUMANGARH JN,09733,18:25:00,09734,KOTA,1,KOTA JN,15,Exp,0,852
1,08:45:00,KOTA,Kota Hanumangarh Special,NWR,0,1,5,1,KOTA JN,09734,16:40:00,09733,HMH,1,HANUMANGARH JN,16,Exp,0,852
1,07:25:00,LTT,Kushinagar Express,CR,0,0,40,1,LOKMANYA TILAK TERM,11015,22:45:00,11016,GKP,1,GORAKHPUR JN,32,Exp,0,1680
0,13:40:00,CBE,Coimbatore-Mayiladuturai Jan Shatabdi,SR,1,0,40,0,COIMBATORE JN,12084,07:00:00,12083,MV,0,MAYILADUTURAI JN,6,JShtb,0,362
0,12:15:00,BGP,InterCity Express,ER,1,0,50,0,BHAGALPUR,13401,05:25:00,13402,DNR,0,DANAPUR,6,Exp,0,231
0,21:00:00,BGP,InterCity Express,ER,0,0,20,0,BHAGALPUR,13410,16:40:00,13409,MLDT,0,MALDA TOWN,4,Exp,0,178
0,08:10:00,MSB,Chennai Beach Tambaram EMU(12 Car),SR,0,0,55,0,CHENNAI BEACH,40007,07:15:00,,TBM,0,TAMBARAM,0,MEMU,0,33
0,20:25:00,CBE,Coimbatore Nagercoil Passenger,SR,0,0,15,0,COIMBATORE JN,56320,07:10:00,56319,NCJ,0,NAGERCOIL JN,13,Pass,0,532
0,17:35:00,DURG,Durg Dalli Rajhara Pass,SECR,0,0,5,0,DURG,08785,15:30:00,08786,DRZ,0,Dalli Rajhara,2,Pass,0,88
0,06:10:00,BJP,Bijapur Hubli Special,CR,0,0,5,1,BIJAPUR,01494,00:05:00,01493,UBL,0,HUBLI JN,6,Exp,0,249
1,01:30:00,SC,Secunderabad-Porbandar Weekly Special,WR,0,0,40,1,SECUNDERABAD JN,09222,14:50:00,09221,PBR,1,PORBANDAR,34,Exp,0,1683
1,04:00:00,ADI,Ahmedabad Yesvantpur (Weekly) Special,WR,0,0,30,1,AHMEDABAD JN,09405,19:30:00,09406,YPR,0,YESVANTPUR JN,32,Exp,0,1556
1,15:10:00,YPR,Yeshwantpur-Ahmedabad Special,WR,0,0,20,1,YESVANTPUR JN,09406,05:50:00,09405,ADI,1,AHMEDABAD JN,33,Exp,0,1581
0,05:35:00,OKHA,Okha - Bandra Terminus Weekly Special,WR,0,0,10,1,OKHA,09562,11:25:00,09561,BDTS,1,MUMBAI BANDRA TERMINUS,18,Exp,0,980
0,13:40:00,AII,Ajmer Jaipur SF Special,NWR,1,0,55,0,AJMER JN,09621,11:45:00,09622,JP,0,JAIPUR,1,SF,0,135
0,16:10:00,JP,Jaipur Ajmer SF Special,NWR,1,0,55,0,JAIPUR,09622,14:15:00,09621,AII,0,AJMER JN,1,SF,0,135
1,02:35:00,JP,Jaipur Solapur (Weekly) Special,NWR,0,0,40,1,JAIPUR,09715,12:55:00,09716,SUR,1,SOLAPUR JN,37,Exp,0,1744
1,18:30:00,SUR,Solapur - Jaipur Special,NWR,0,0,45,1,SOLAPUR JN,09716,06:45:00,09715,JP,1,JAIPUR,35,Exp,0,1744
1,10:30:00,JP,Jaipur Delhi Sarai Rohilla SF Special,NWR,1,0,30,0,JAIPUR,09721,06:00:00,09722,DEE,1,DELHI SARAI ROHILLA,4,SF,0,303
1,08:20:00,JP,Jaipur - Sabarmati SF Holiday Spl,NWR,0,0,50,1,JAIPUR,09724,21:30:00,09723,SBI,1,SABARMATI JN,10,SF,0,620
1,08:00:00,INDB,Indore-Jaipur Special,NWR,0,0,30,1,INDORE JN BG,09727,22:30:00,09728,JP,1,JAIPUR,9,Exp,0,599
1,06:35:00,JP,Jaipur-Indore Special,NWR,0,0,55,1,JAIPUR,09728,20:40:00,09727,INDB,1,INDORE JN BG,9,Exp,0,599
1,05:55:00,SC,Secunderabad-Jaipur Special,NWR,0,0,30,1,SECUNDERABAD JN,09735,23:25:00,09736,JP,1,JAIPUR,30,Exp,1,1666
1,03:55:00,JP,Jaipur - Secunderabad (Weekly) Special,NWR,0,0,45,1,JAIPUR,09736,21:10:00,09735,SC,1,SECUNDERABAD JN,30,Exp,1,1669
