thirdAc,arrival,from_station_code,name,zone,chair_car,first_class,duration_m,sleeper,from_station_name,number,departure,return_train,to_station_code,second_ac,to_station_name,duration_h,type_of_train,first_ac,distance
0,07:20:00,AMI,Amravati Badnera Passenger,CR,0,0,15,0,Amravati,51140,07:05:00,51139,BD,0,BADNERA JN,0,Pass,0,6
0,11:15:00,BD,Badnera Amravati Passenger,CR,0,0,15,0,BADNERA JN,51141,11:00:00,51142,AMI,0,Amravati,0,Pass,0,6
0,12:00:00,AMI,Amravati Badnera Passenger,CR,0,0,15,0,Amravati,51142,11:45:00,51141,BD,0,BADNERA JN,0,Pass,0,6
0,18:15:00,BD,Badnera Amravati Mix Passenger,CR,0,0,15,0,BADNERA JN,51145,18:00:00,51146,AMI,0,Amravati,0,Pass,0,6
0,19:00:00,AMI,Amravati Badnera Passenger,CR,0,0,15,0,Amravati,51146,18:45:00,51145,BD,0,BADNERA JN,0,Pass,0,6
0,20:05:00,BD,Badnera Amravati Passenger,CR,0,0,15,0,BADNERA JN,51147,19:50:00,51146,AMI,0,Amravati,0,Pass,0,6
0,20:40:00,AMI,Amravati Badnera Passenger,CR,0,0,15,0,Amravati,51148,20:25:00,51147,BD,0,BADNERA JN,0,Pass,0,6
0,23:10:00,BD,Badnera Amravati Passenger,CR,0,0,15,0,BADNERA JN,51149,22:55:00,51148,AMI,0,Amravati,0,Pass,0,6
0,23:55:00,AMI,Amravati Badnera Passenger,CR,0,0,15,0,Amravati,51150,23:40:00,51149,BD,0,BADNERA JN,0,Pass,0,6
0,10:20:00,DVL,Devlali Bhusaval Passenger,CR,0,0,30,0,DEVLALI,51181,04:50:00,51182,BSL,0,BHUSAVAL JN,5,Pass,0,262
0,23:00:00,BSL,Bhusaval Devlali Passenger,CR,0,0,45,0,BHUSAVAL JN,51182,17:15:00,51181,DVL,0,DEVLALI,5,Pass,0,262
0,03:25:00,BSL,BHUSAVAL - KATNI Passenger,CR,0,0,55,1,BHUSAVAL JN,51187,09:30:00,51188,KTE,0,KATNI,17,Pass,0,657
0,17:00:00,KTE,KATNI - BHUSAVAL Passenger,CR,0,0,40,0,KATNI,51188,22:20:00,51187,BSL,0,BHUSAVAL JN,18,Pass,0,657
0,15:30:00,ALD,ALLAHABAD - ITARSI Passenger,CR,0,0,30,0,ALLAHABAD JN,51190,19:00:00,51189,ET,0,ITARSI JN,20,Pass,0,611
0,21:35:00,BSL,Bhusaval Wardha Passenger,CR,0,0,5,0,BHUSAVAL JN,51197,14:30:00,51198,WR,0,WARDHA JN,7,Pass,0,314
0,08:00:00,WR,Wardha Bhusaval Passenger,CR,0,0,0,0,WARDHA JN,51198,23:00:00,51197,BSL,0,BHUSAVAL JN,9,Pass,0,314
0,09:20:00,SRE,Saharanpur Moradabad Passenger,NR,0,0,35,0,SAHARANPUR,54316,03:45:00,54315,MB,0,MORADABAD,5,Pass,0,194
0,09:30:00,ALJN,ALIGARH -  MORADABAD PASSENGER,NR,0,0,10,0,ALIGARH JN,54391,04:20:00,54392,MB,0,MORADABAD,5,Pass,0,142
0,09:15:00,NBD,NAJIBABAD - MORADABAD PASSENGER,NR,0,0,15,0,NAJIBABAD JN,54396,04:00:00,54395,MB,0,MORADABAD,5,Pass,0,161
1,20:15:00,NZM,Delhi H.Nizamuddin-Chennai Central Rajdhani Expres,NR,0,0,15,0,DELHI H NIZAMUDDIN,12434,16:00:00,12433,MAS,1,CHENNAI CENTRAL,28,Raj,1,2176
0,17:20:00,DIVA,Diva Sawantwadi Passenger,KR,0,0,0,0,DIVA,50105,06:20:00,50106,SWV,0,SAWANTWADI ROAD,11,Pass,0,613
0,17:50:00,CSTM,Mumbai Bhusaval Passenger,CR,0,0,30,0,MUMBAI CST,51153,05:20:00,51154,BSL,0,BHUSAVAL JN,12,Pass,0,442
0,20:15:00,BSL,Bhusaval Mumbai Passenger,CR,0,0,10,0,BHUSAVAL JN,51154,07:05:00,51153,CSTM,0,MUMBAI CST,13,Pass,0,442
0,05:55:00,BSL,Bhusaval Itarsi Passenger,CR,0,0,25,0,BHUSAVAL JN,51157,20:30:00,51158,ET,0,ITARSI JN,9,Pass,0,322
0,12:30:00,BSL,Bhusaval Amravati Passenger,WCR,0,0,0,0,BHUSAVAL JN,51183,06:30:00,51284,AMI,0,Amravati,6,Pass,0,225
0,10:30:00,WR,Wardha Balharshah Passenger,CR,0,0,15,0,WARDHA JN,51195,07:15:00,,BPQ,0,BALHARSHAH,3,Pass,0,132
0,20:10:00,CWA,Chhindwara Amla Passenger,WCR,0,0,10,0,Chhindwara Junction,51254,17:00:00,51253,AMLA,0,AMLA JN,3,Pass,0,115
0,16:00:00,JNO,Junnor Deo Chhindwara Passenger,WCR,0,0,30,0,Junnor Deo,51255,14:30:00,51256,CWA,0,Chhindwara Junction,1,Pass,0,47
0,14:00:00,CWA,Chhindwara Junnor Deo Passenger,WCR,0,0,30,0,Chhindwara Junction,51256,12:30:00,51255,JNO,0,Junnor Deo,1,Pass,0,47
0,20:15:00,WR,Wardha Nagpur Passenger,WCR,0,0,7,0,WARDHA JN,51259,18:08:00,51260,NGP,0,NAGPUR,2,Pass,0,78
0,09:35:00,NGP,Nagpur Wardha Passenger,WCR,0,0,35,0,NAGPUR,51260,08:00:00,51259,WR,0,WARDHA JN,1,Pass,0,78
0,14:55:00,WR,Wardha Amravati Passenger,WCR,0,0,10,0,WARDHA JN,51262,09:45:00,51261,AMI,0,Amravati,5,Pass,0,101
0,14:55:00,NGP,Nagpur Bhusaval Passenger,WCR,0,0,5,0,NAGPUR,51286,04:50:00,51285,BSL,0,BHUSAVAL JN,10,Pass,0,392
0,22:35:00,NGP,Nagpur Amla Passenger,CR,0,0,20,0,NAGPUR,51293,18:15:00,51294,AMLA,0,AMLA JN,4,Pass,0,168
0,09:15:00,AMLA,Amla Nagpur Passenger,CR,0,0,45,0,AMLA JN,51294,04:30:00,51293,NGP,0,NAGPUR,4,Pass,0,168
0,06:45:00,DD,Daund Baramati Shuttle,CR,0,0,20,0,DAUND JN,51323,05:25:00,,BRMT,0,Baramati,1,Pass,0,44
0,11:30:00,PUNE,Pune-Daund Shuttle,CR,0,0,50,0,PUNE JN,51325,09:40:00,,DD,0,DAUND JN,1,Pass,0,76
0,15:55:00,DD,Daund -Baramati Shuttle.,CR,0,0,20,0,DAUND JN,51327,14:35:00,,BRMT,0,Baramati,1,Pass,0,44
0,23:30:00,BRMT,Baramati Daund Passenger,CR,0,0,20,0,Baramati,51348,22:10:00,,DD,0,DAUND JN,1,Pass,0,43
0,08:50:00,DD,Daund-Pune Fast Shuttle,CR,0,0,45,0,DAUND JN,51350,07:05:00,,PUNE,0,PUNE JN,1,Pass,0,76
0,21:53:00,PUNE,Pune -Daund Shuttle.,CR,0,0,48,0,PUNE JN,51353,20:05:00,,DD,0,DAUND JN,1,Pass,0,76
0,09:50:00,PUNE,Pune Manmad Passenger(Via Daund),CR,0,0,20,1,PUNE JN,51401,00:30:00,51402,MMR,0,MANMAD JN,9,Pass,0,313
0,07:35:00,MMR,Manmad-Pune Passenger(Via Daund),CR,0,0,40,1,MANMAD JN,51402,21:55:00,51401,PUNE,0,PUNE JN,9,Pass,0,313
0,23:15:00,MRJ,Miraj- Castle Rock Passenger,CR,0,0,50,0,MIRAJ JN,51405,17:25:00,51406,CLR,0,CASTLE ROCK,5,Pass,0,213
0,11:30:00,CLR,Castle Rock Miraj Passenge,CR,0,0,40,0,CASTLE ROCK,51406,05:50:00,51405,MRJ,0,MIRAJ JN,5,Pass,0,213
0,18:10:00,MRJ,Miraj-Kolhapur Passenger,CR,0,0,15,0,MIRAJ JN,51407,16:55:00,51408,KOP,0,C SHAHU M RAJ KOLHAPUR TERM,1,Pass,0,47
0,22:55:00,KOP,Kolhapur Miraj Passenger,CR,0,0,25,0,C SHAHU M RAJ KOLHAPUR TERM,51408,21:30:00,51407,MRJ,0,MIRAJ JN,1,Pass,0,47
0,20:35:00,BAY,Bellary-Dharwar Passenger,CR,0,0,15,0,BELLARY JN,51411,14:20:00,,DWR,0,DHARWAR,6,Pass,0,229
0,13:55:00,UBL,Hubli Bellary Passenger,CR,0,0,55,0,HUBLI JN,51412,08:00:00,,BAY,0,BELLARY JN,5,Pass,0,208
0,18:15:00,KJT,Karjat Pune Passenger,CR,0,0,50,0,KARJAT,51417,15:25:00,51418,PUNE,0,PUNE JN,2,Pass,0,91
0,13:45:00,PUNE,Pune Karjat Passenger,CR,0,0,10,0,PUNE JN,51418,10:35:00,51417,KJT,0,KARJAT,3,Pass,0,91
0,15:00:00,MRJ,Miraj Hubli Passenger,CR,0,0,30,0,MIRAJ JN,51419,07:30:00,51420,UBL,0,HUBLI JN,7,Pass,0,280
0,20:05:00,UBL,Hubli Miraj Passenger,CR,0,0,15,0,HUBLI JN,51420,12:50:00,51419,MRJ,0,MIRAJ JN,7,Pass,0,280
0,20:35:00,IGP,Igatpuri Manmad Shuttle,CR,0,0,25,0,IGATPURI,51423,18:10:00,51424,MMR,0,MANMAD JN,2,Pass,0,123
0,17:40:00,MMR,Manmad Igatpuri Shuttle,CR,0,0,10,0,MANMAD JN,51424,14:30:00,51423,IGP,0,IGATPURI,3,Pass,0,123
0,18:20:00,PRLI,ParliVaijnath-Miraj Passenger,CR,0,0,10,0,PARLI VAIJNATH,51425,07:10:00,51426,MRJ,0,MIRAJ JN,11,Pass,0,438
0,06:00:00,MRJ,Miraj-Parli Vaijnath Passenger,CR,0,0,30,0,MIRAJ JN,51426,20:30:00,51425,PRLI,0,PARLI VAIJNATH,9,Pass,0,438
0,15:15:00,MRJ,Miraj C Shahu Maharaj Passenger,CR,0,0,20,0,MIRAJ JN,51427,13:55:00,51428,KOP,0,C SHAHU M RAJ KOLHAPUR TERM,1,Pass,0,47
0,12:05:00,KOP,C Shahu Maharaj Miraj Passenger,CR,0,0,15,0,C SHAHU M RAJ KOLHAPUR TERM,51428,10:50:00,51427,MRJ,0,MIRAJ JN,1,Pass,0,47
0,22:20:00,SLI,Sangli-Kolhapur Passenger,CR,0,0,45,0,SANGLI,51429,20:35:00,51430,KOP,0,C SHAHU M RAJ KOLHAPUR TERM,1,Pass,0,54
0,20:15:00,KOP,C Shahu Maharaj Sangli Passenger,CR,0,0,40,0,C SHAHU M RAJ KOLHAPUR TERM,51430,18:35:00,51429,SLI,0,SANGLI,1,Pass,0,54
0,11:25:00,MRJ,Miraj -Londa Passenger,CR,0,0,15,0,MIRAJ JN,51431,06:10:00,51432,LD,0,LONDA JN,5,Pass,0,189
0,16:15:00,LD,Londa-Miraj Passenger,CR,0,0,35,0,LONDA JN,51432,11:40:00,51431,MRJ,0,MIRAJ JN,4,Pass,0,189
0,15:25:00,GJL,Gajraula Moradabad Passenger,NR,0,0,25,0,GAJRAULA JN,54394,13:00:00,54393,MB,0,MORADABAD,2,Pass,0,54
0,18:00:00,SHTS,Moradabad Sambahal Hatim Sarai Pass,NR,0,0,45,0,Sambhal Hatim Sarai,54397,15:15:00,54398,MB,0,MORADABAD,2,Pass,0,45
0,12:20:00,KGM,KGM-MB PASS.,NER,0,0,50,0,KATHGODAM,55302,07:30:00,55303,MB,0,MORADABAD,4,Pass,0,116
0,22:35:00,KGM,KATHGODAM - MORADABAD Pass,NER,0,0,20,0,KATHGODAM,55304,16:15:00,55303,MB,0,MORADABAD,6,Pass,0,131
1,12:25:00,ANVT,Vikramshila Express,ER,0,0,45,1,ANAND VIHAR TRM,12368,14:40:00,12367,BGP,1,BHAGALPUR,21,SF,1,1206
0,19:00:00,AMI,Amravati Bhusaval Passenger,WCR,0,0,0,0,Amravati,51284,13:00:00,51183,BSL,0,BHUSAVAL JN,6,Pass,0,225
0,10:15:00,BRMT,Baramati-Daund- Pune Passenger,CR,0,0,10,0,Baramati,51324,07:05:00,,PUNE,0,PUNE JN,3,Pass,0,119
0,19:40:00,BRMT,Baramati-Daund- Pune Shutte,CR,0,0,20,0,Baramati,51326,16:20:00,,PUNE,0,PUNE JN,3,Pass,0,120
0,19:30:00,PUNE,Pune -Shree Chatrapati Shahu M(T) Kolhapur Pass,CR,0,0,15,0,PUNE JN,51409,09:15:00,51410,KOP,0,C SHAHU M RAJ KOLHAPUR TERM,10,Pass,0,318
0,16:25:00,KOP,Shree Chatrapati Shahu M(T) Kolhapur- Pune Passenger,CR,0,0,40,0,C SHAHU M RAJ KOLHAPUR TERM,51410,04:45:00,51409,PUNE,0,PUNE JN,11,Pass,0,318
0,10:20:00,PUNE,Pune-Nizamabad Pass,CR,0,0,55,0,PUNE JN,51421,14:25:00,51422,NZB,0,NIZAMABAD,19,Pass,0,771
0,20:55:00,NZB,Nizamabad Pune Passenger,CR,0,0,15,0,NIZAMABAD,51422,23:40:00,51421,PUNE,0,PUNE JN,21,Pass,0,759
0,05:10:00,NZB,Nizamabad Pandharpur Passenger,CR,0,0,50,0,NIZAMABAD,51433,13:20:00,51434,PVR,0,PANDHARPUR,15,Pass,0,533
0,23:05:00,PVR,Pandharpur Nizamabad Passenger,CR,0,0,5,0,PANDHARPUR,51434,06:00:00,51433,NZB,0,NIZAMABAD,17,Pass,0,533
0,09:55:00,STR,Satara C Shahu Maharaj Passenger,CR,0,0,30,0,SATARA,51441,05:25:00,51442,KOP,0,C SHAHU M RAJ KOLHAPUR TERM,4,Pass,0,181
0,21:50:00,KOP,C Shahu Maharaj Pune Passenger,CR,0,0,0,0,C SHAHU M RAJ KOLHAPUR TERM,51442,16:50:00,51441,STR,0,SATARA,5,Pass,0,181
0,23:55:00,PVR,Pandharpur Miraj Passenger,CR,0,0,40,1,PANDHARPUR,51445,21:15:00,51446,MRJ,0,MIRAJ JN,2,Pass,0,137
0,20:55:00,MRJ,Miraj Pandharpur Passenger,CR,0,0,40,0,MIRAJ JN,51446,18:15:00,51445,PVR,0,PANDHARPUR,2,Pass,0,137
0,15:40:00,PUNE,Pune Solapur Passenger,CR,0,0,25,0,PUNE JN,51449,08:15:00,51450,SUR,0,SOLAPUR JN,7,Pass,0,263
0,06:15:00,SUR,Solapur Pune Passenger,CR,0,0,15,1,SOLAPUR JN,51450,23:00:00,51449,PUNE,0,PUNE JN,7,Pass,0,264
0,07:20:00,PUNE,Pune Solapur Passenger,CR,0,0,30,1,PUNE JN,51455,22:50:00,51456,SUR,0,SOLAPUR JN,8,Pass,0,264
0,19:05:00,SUR,Sholapur Pune Passenger,CR,0,0,55,0,SOLAPUR JN,51456,12:10:00,51455,PUNE,0,PUNE JN,6,Pass,0,263
0,21:45:00,DWR,Dharwad hubli Passenger,CR,0,0,45,0,DHARWAR,51458,21:00:00,,UBL,0,HUBLI JN,0,Pass,0,21
0,13:15:00,MRJ,Miraj Belgaum Passenger,CR,0,0,25,0,MIRAJ JN,51461,09:50:00,51462,BGM,0,BELGAUM,3,Pass,0,137
0,08:55:00,BGM,Belgaum Miraj Passenger,CR,0,0,55,0,BELGAUM,51462,06:00:00,51463,MRJ,0,MIRAJ JN,2,Pass,0,137
0,22:30:00,MRJ,Miraj Belgaum Passenger,CR,0,0,30,0,MIRAJ JN,51463,19:00:00,51462,BGM,0,BELGAUM,3,Pass,0,137
0,18:00:00,BGM,Belgaum Miraj Passenger,CR,0,0,30,0,BELGAUM,51464,14:30:00,51463,MRJ,0,MIRAJ JN,3,Pass,0,137
0,13:45:00,BINA,Bina Katni Passenger,CR,0,0,50,0,BINA JN,51601,05:55:00,51602,KTE,0,KATNI,7,Pass,0,263
0,06:40:00,KTE,Katni Bina Passenger,CR,0,0,25,0,KATNI,51602,22:15:00,51601,BINA,0,BINA JN,8,Pass,0,263
0,00:31:00,KTE,Katni Chirmiri Passenger,CR,0,0,1,0,KATNI,51605,16:30:00,51606,CHRM,0,Chirmiri,8,Pass,0,254
0,10:05:00,BINA,Bina Guna Passenger,CR,0,0,5,0,BINA JN,51607,07:00:00,51608,GUNA,0,GUNA,3,Pass,0,118
0,14:10:00,GUNA,Guna Bina Passenger,WCR,0,0,25,0,GUNA,51608,10:45:00,51607,BINA,0,BINA JN,3,Pass,0,118
0,18:10:00,BINA,Bina Guna Passenger,WCR,0,0,0,0,BINA JN,51609,15:10:00,51608,GUNA,0,GUNA,3,Pass,0,118
0,21:45:00,GUNA,Guna Bina Passenger,CR,0,0,0,0,GUNA,51610,18:45:00,51609,BINA,0,BINA JN,3,Pass,0,118
0,17:20:00,KOTA,KOTA - BINA Passenger,WCR,0,0,15,0,KOTA JN,51611,08:05:00,51612,BINA,0,BINA JN,9,Pass,0,303
0,19:20:00,BINA,BINA - KOTA Passenger,CR,0,0,35,0,BINA JN,51612,10:45:00,51611,KOTA,0,KOTA JN,8,Pass,0,303
0,06:50:00,KMZ,KATNI - KOTA Passenger,WCR,0,0,30,0,KATNI MURWARA,51614,17:20:00,51613,KOTA,0,KOTA JN,13,Pass,0,455
0,21:05:00,BINA,Bina Bhopal Passenger,WCR,0,0,5,0,BINA JN,51632,17:00:00,51631,BPL,0,BHOPAL JN,4,Pass,0,138
0,23:15:00,STA,SATNA - ITARSI Passenger,CR,0,0,45,0,SATNA,51674,13:30:00,51673,ET,0,ITARSI JN,9,Pass,0,434
0,06:05:00,KTE,Katni Chopan Fast Passenger,CR,0,0,20,0,KATNI,51675,20:45:00,51676,CPU,0,CHOPAN,9,Pass,0,326
0,08:25:00,CPU,Chopan Katni Passenger,CR,0,0,47,0,CHOPAN,51676,23:38:00,51675,KTE,0,KATNI,8,Pass,0,326
0,12:40:00,CPU,Chopan Shaktinagar Passenger,CR,0,0,20,0,CHOPAN,51677,10:20:00,51678,SKTN,0,Shakti Nagar,2,Pass,0,83
0,15:50:00,SKTN,Shaktinagar Chopan Passenger,CR,0,0,40,0,Shakti Nagar,51678,13:10:00,51677,CPU,0,CHOPAN,2,Pass,0,83
0,09:50:00,KNW,Khandwa Bir Shuttle,CR,0,0,55,0,KHANDWA,51683,08:55:00,51684,BIR,0,Bir,0,Pass,0,33
0,07:30:00,BIR,Bir Khandwa Shuttle,CR,0,0,50,0,Bir,51684,06:40:00,51685,KNW,0,KHANDWA,0,Pass,0,33
0,14:00:00,KNW,Khandwa Bir Shuttle,CR,0,0,50,0,KHANDWA,51685,13:10:00,51684,BIR,0,Bir,0,Pass,0,33
0,10:50:00,BIR,Bir Khandwa Shuttle,CR,0,0,45,0,Bir,51686,10:05:00,51685,KNW,0,KHANDWA,0,Pass,0,33
0,19:00:00,KNW,Khandwa Bir Shuttle,CR,0,0,50,0,KHANDWA,51687,18:10:00,51686,BIR,0,Bir,0,Pass,0,33
0,16:10:00,BIR,Bir Khandwa Shuttle,CR,0,0,55,0,Bir,51688,15:15:00,51687,KNW,0,KHANDWA,0,Pass,0,33
0,21:20:00,KNW,Khandwa Bir Shuttle,CR,0,0,45,0,KHANDWA,51689,20:35:00,51688,BIR,0,Bir,0,Pass,0,33
0,13:10:00,JBP,JABALPUR - REWA Passenger,WCR,0,0,40,0,JABALPUR,51701,07:30:00,51702,REWA,0,REWA,5,Pass,0,238
0,09:00:00,BGP,Bhagalpur Banka Passenger,ER,0,0,25,0,BHAGALPUR,53450,05:35:00,53449,BAKA,0,Banka,3,Pass,0,53
0,21:40:00,PUNE,Pune Satara Passenger,CR,0,0,35,0,PUNE JN,51435,17:05:00,51436,STR,0,SATARA,4,Pass,0,137
0,08:55:00,STR,Satara Pune Passenger,CR,0,0,40,0,SATARA,51436,04:15:00,51435,PUNE,0,PUNE JN,4,Pass,0,137
0,10:20:00,PUNE,Pune-Daund- Baramati Passenger,CR,0,0,10,0,PUNE JN,51451,07:10:00,51452,BRMT,0,Baramati,3,Pass,0,120
0,13:55:00,BRMT,Baramati-Daund-Pune Passenger,CR,0,0,15,0,Baramati,51452,10:40:00,51451,PUNE,0,PUNE JN,3,Pass,0,120
0,21:30:00,SGO,Sagar Katni Passenger,CR,0,0,40,0,SAUGOR,51603,16:50:00,,KTE,0,KATNI,4,Pass,0,188
0,20:00:00,BIR,Bir Khandwa Shuttle,CR,0,0,45,0,Bir,51690,19:15:00,51689,KNW,0,KHANDWA,0,Pass,0,33
0,10:15:00,REWA,Rewa Bilaspur Fast Passenger,WCR,0,0,15,1,REWA,51751,21:00:00,51752,BSP,0,BILASPUR JN,13,Pass,0,466
0,06:30:00,BSP,Bilaspur Rewa Fast Passenger,WCR,0,0,55,1,BILASPUR JN,51752,17:35:00,51751,REWA,0,REWA,12,Pass,0,466
0,09:25:00,REWA,Rewa Chirmiri Fast Passenger,WCR,0,0,25,1,REWA,51753,21:00:00,51754,CHRM,0,Chirmiri,12,Pass,0,401
0,06:30:00,CHRM,Chirmiri Rewa Fast Passenger,SECR,0,0,45,1,Chirmiri,51754,14:45:00,51753,REWA,0,REWA,15,Pass,0,401
0,11:45:00,CHRM,Chirmiri Manendragarh Passenger,?,0,0,0,0,Chirmiri,51755,10:45:00,51756,MDGR,0,Manendragarh,1,Pass,0,22
0,14:15:00,MDGR,Manendragarh Chirmiri Passenger,?,0,0,0,0,Manendragarh,51756,13:15:00,51755,CHRM,0,Chirmiri,1,Pass,0,22
0,08:05:00,STA,Satna Manikpur Passenger,WCR,0,0,5,0,SATNA,51763,06:00:00,51764,MKP,0,MANIKPUR JN,2,Pass,0,77
0,10:20:00,MKP,Manikpur Satna Passenger,WCR,0,0,55,0,MANIKPUR JN,51764,08:25:00,51765,STA,0,SATNA,1,Pass,0,77
0,19:15:00,STA,Satna Manikpur Passenger,WCR,0,0,20,0,SATNA,51765,16:55:00,51764,MKP,0,MANIKPUR JN,2,Pass,0,77
0,21:45:00,MKP,Manikpur Satna Passenger,WCR,0,0,5,0,MANIKPUR JN,51766,19:40:00,51765,STA,0,SATNA,2,Pass,0,77
0,16:00:00,KTE,Katni Satna Passenger,WCR,0,0,50,0,KATNI,51767,14:10:00,51768,STA,0,SATNA,1,Pass,0,99
0,13:40:00,STA,Satna Katni Passenger,WCR,0,0,20,0,SATNA,51768,11:20:00,51767,KTE,0,KATNI,2,Pass,0,99
0,08:40:00,GWL,Gwalior Bhind Passenger,NCR,0,0,25,0,GWALIOR JN,51777,06:15:00,51778,BIX,0,BHIND,2,Pass,0,79
0,11:35:00,BIX,Bhind Gwalior Passenger,NCR,0,0,30,0,BHIND,51778,09:05:00,51779,GWL,0,GWALIOR JN,2,Pass,0,79
0,16:40:00,GWL,Gwalior Bhind Passenger,NCR,0,0,25,0,GWALIOR JN,51779,14:15:00,51780,BIX,0,BHIND,2,Pass,0,79
0,18:00:00,BIX,Bhind Gwalior Passenger,NCR,0,0,35,0,BHIND,51780,15:25:00,51779,GWL,0,GWALIOR JN,2,Pass,0,79
0,10:40:00,MBA,Mahoba Kanpur Pass,NCR,0,0,5,0,MAHOBA,51801,05:35:00,51802,CNB,0,KANPUR CENTRAL,5,Pass,0,199
0,21:45:00,CNB,Kanpur Mahoba Passenger,NCR,0,0,5,0,KANPUR CENTRAL,51802,16:40:00,51801,MBA,0,MAHOBA,5,Pass,0,191
0,23:15:00,MBA,Mahoba Banda Passenger,NCR,0,0,5,0,MAHOBA,51803,22:10:00,51804,BNDA,0,BANDA JN,1,Pass,0,53
0,05:05:00,BNDA,Banda Mahoba Passenger,NCR,0,0,5,0,BANDA JN,51804,04:00:00,51803,MBA,0,MAHOBA,1,Pass,0,53
0,21:40:00,JHS,Jhansi Banda Passenger,NCR,0,0,15,0,JHANSI JN,51805,17:25:00,51806,BNDA,0,BANDA JN,4,Pass,0,191
0,10:05:00,BNDA,Banda Jhansi Passenger,NCR,0,0,40,0,BANDA JN,51806,05:25:00,51805,JHS,0,JHANSI JN,4,Pass,0,191
0,00:30:00,BNDA,Banda Manikpur Passenger,NCR,0,0,30,0,BANDA JN,51807,22:00:00,51808,MKP,0,MANIKPUR JN,2,Pass,0,99
0,03:50:00,MKP,Manikpur Banda Passenger,NCR,0,0,50,0,MANIKPUR JN,51808,01:00:00,51807,BNDA,0,BANDA JN,2,Pass,0,99
0,20:10:00,CNB,Kanpur Tundla Passenger,NCR,0,0,5,0,KANPUR CENTRAL,51809,14:05:00,51810,TDL,0,TUNDLA JN,6,Pass,0,232
0,14:00:00,TDL,Tundla Kanpur Passenger,NCR,0,0,10,0,TUNDLA JN,51810,06:50:00,51809,CNB,0,KANPUR CENTRAL,7,Pass,0,232
0,18:55:00,BINA,Bina Jhansi Passenger,NCR,0,0,55,0,BINA JN,51811,15:00:00,51812,JHS,0,JHANSI JN,3,Pass,0,153
0,11:35:00,JHS,Jhansi Bina Passenger,NCR,0,0,0,0,JHANSI JN,51812,07:35:00,51811,BINA,0,BINA JN,4,Pass,0,153
0,11:20:00,JHS,Jhansi Lucknow Passenger,NCR,0,0,30,0,JHANSI JN,51813,02:50:00,51814,LKO,0,LUCKNOW,8,Pass,0,294
0,00:25:00,LKO,Lucknow-Jhansi Passenger,NCR,0,0,45,0,LUCKNOW,51814,16:40:00,51813,JHS,0,JHANSI JN,7,Pass,0,294
0,12:30:00,JHS,Jhansi Agra Passenger,NCR,0,0,5,0,JHANSI JN,51815,07:25:00,51816,AGC,0,AGRA CANTT,5,Pass,0,216
0,09:55:00,BKI,BANDIKUI AGRA PASS,NCR,0,0,45,0,BANDIKUI JN,51818,06:10:00,51817,AF,0,AGRA FORT,3,Pass,0,150
0,18:45:00,JHS,Jhansi Allahabad Passenger,NCR,0,0,35,0,JHANSI JN,51819,07:10:00,51820,ALD,0,ALLAHABAD JN,11,Pass,0,390
0,11:55:00,JHS,JHANSI - KHUJURAHO Passenger,NCR,0,0,45,0,JHANSI JN,51821,07:10:00,51822,KURJ,0,KHAJURAHO,4,Pass,0,201
0,18:10:00,KURJ,KHUJURAHO - JHANSI Passenger,NCR,0,0,40,0,KHAJURAHO,51822,12:30:00,51821,JHS,0,JHANSI JN,5,Pass,0,201
0,11:20:00,JHS,Jhansi Itarsi Passenger,NCR,0,0,10,0,JHANSI JN,51828,18:10:00,51827,ET,0,ITARSI JN,17,Pass,0,383
0,17:45:00,NGP,Nagpur Itarsi Passenger,CR,0,0,45,0,NAGPUR,51829,08:00:00,51830,ET,0,ITARSI JN,9,Pass,0,320
0,20:35:00,ET,Itarsi Nagpur Passenger,CR,0,0,35,0,ITARSI JN,51830,12:00:00,51829,NGP,0,NAGPUR,8,Pass,0,298
0,23:35:00,JHS,Jhansi Agra Passenger,NCR,0,0,15,0,JHANSI JN,51831,18:20:00,51832,AGC,0,AGRA CANTT,5,Pass,0,216
0,11:25:00,AGC,Agra Jhansi Passenger,NCR,0,0,5,0,AGRA CANTT,51832,06:20:00,51831,JHS,0,JHANSI JN,5,Pass,0,216
0,06:15:00,AIT,Ait Konch Passenger,NCR,0,0,35,0,AIT,51861,05:40:00,51862,KNH,0,Konch,0,Pass,0,13
0,09:25:00,RMR,RAMNAGAR - MORADABAD Fast Passenger,NER,0,0,25,0,RAMNAGAR,55306,07:00:00,55305,MB,0,MORADABAD,2,Pass,0,77
0,17:00:00,ALD,Farukhabad Allahabad kanpur Passenger,NCR,0,0,0,0,ALLAHABAD JN,51823,07:00:00,51824,FBD,0,FARRUKHABAD,10,Pass,0,334
0,20:05:00,FBD,Farrukhabad Allahabad Passenger,NCR,0,0,5,0,FARRUKHABAD,51824,10:00:00,51823,ALD,0,ALLAHABAD JN,10,Pass,0,334
0,09:20:00,CNB,Kanpur Farrukhabaad Passenger,NCR,0,0,0,0,KANPUR CENTRAL,51825,05:20:00,51826,FBD,0,FARRUKHABAD,4,Pass,0,140
0,00:30:00,FBD,Farrukhabad Kanpur Passenger,NCR,0,0,50,0,FARRUKHABAD,51826,20:40:00,51825,CNB,0,KANPUR CENTRAL,3,Pass,0,140
0,11:05:00,AIT,Ait Konch Passenger,NCR,0,0,35,0,AIT,51863,10:30:00,51862,KNH,0,Konch,0,Pass,0,13
