Jon Snow,Move
Samwell Tarly,No
Jon Snow,"Hyah! Jon rides his horse away from Castle Black, his horse kicking Sam to the ground as he was standing in the way"
Shae,Are you ashamed of me? Are you afraid that l'm dancing around the court with my tits out? Tyrion laughs
Shae,"I’m funny now? l'm Shae, the funny whore"
Tyrion Lannister,My father's probably the most powerful man in the country
"Why don't you come with me, be the Hand's lady? Because the King needs a Hand and the Hand – (Shae kisses Tyrion) Shae",l know what a Hand needs
Pyp,Lucky you've got plenty of padding
Jon Snow,l belong with my brother
Samwell Tarly,But we're your brothers now
Grenn,They'll kill you if they find out you've gone
Jon Snow,They'll kill you if they know you came after me
Pyp,Sam told us everything
Grenn,But it doesn't matter
Jon Snow,l have to
Grenn,You can't
Pyp,"\"Night gathers and now my watch begins"
Daenerys Targaryen,"(in Dothraki) Do you remember our first ride, my sun and stars? lf you are in there, if you haven't gone away, show me"
Daenerys Targaryen,(crying) When the sun rises in the west and sets in the east
Grand Maester Pycelle,"Kings? Oh, l can tell you all there is to know about kings"
Grand Maester Pycelle,He is a capable young man
Grand Maester Pycelle,"Let me see you out, my dear"
Ros,lt's all right
Grand Maester Pycelle,"Yes, yes"
Varys,A man with great ambition and no morals… l wouldn't bet against you
Petyr Baelish,You must be one of the few men in the city who isn't a man
Varys,"Oh, you can do better than that"
Petyr Baelish,"When they castrated you, did they take the pillar with the stones? l've always wondered"
ls that about right? Varys,"l am flattered, of course, to be pictured at all"
Petyr Baelish,"Must be strange for you, even after all these years… a man from another land, despised by most, feared by all"
Varys,Am l? That is good to know
Do you lie awake at night fearing my gash? Petyr Baelish,But you carry on whispering in one king's ear and then the next
Varys,"And l admire you, Lord Baelish"
Petyr Baelish,"A useful talent, l'm sure you'd agree"
Varys,So here we stand in mutual admiration and respect
Petyr Baelish,Playing our roles
Varys,"(Joffrey arrives, Varys bows) Serving a new King"
Petyr Baelish,Long may he reign
(bows) Varys,My king
Joffrey Baratheon,My lords
Yoren,"You're Arry now, hear me? Arry the orphan boy"
What's your name? Arya Stark,Arry
Yoren,"You've a long way to travel, and in bad company"
Hot Pie,"Watch yourself, midget"
Lommy Greenhands,"He's got a sword, this one"
Hot Pie,He ain't no squire
Lommy Greenhands,Let's have a look
(wrestles Arya to the ground) Hot Pie,l could use me a sword like that
Lommy Greenhands,Take it off him
Hot Pie,"Give it here, midget"
Lommy Greenhands,Look at him! You'd better give Hot Pie the sword
Hot Pie,l knocked him down and l kicked him in the balls and l kept kicking him until he was dead
You better give me that sword! Arya Stark,(pointing Needle at Hot Pie) You want it? l'll give it to you
Gendry,"Your like picking on the little ones, do you? l've been hammering an anvil these past 10 years"
Where'd you steal it? Arya Stark,lt was a gift
Gendry,lt don't matter now
Yoren,"(shouting) Come on, you sorry sons of whores! lt's a thousand leagues from here to the Wall, and winter is coming! The caravan of the Night’s Watch leaves the walls of King’s Landing"
Jeor Mormont,Ham
Jon Snow,My friends brought me back
Jeor Mormont,l didn't say it was your honor
Jon Snow,They killed my father
Jeor Mormont,"And you're gonna bring him back to life, are you? No? Good"
Do you think your brother's war is more important than ours? Jon Snow,No
Jeor Mormont,Good
Daenerys Targaryen,They were not given to me to sell
Jorah Mormont,"Khaleesi, my Queen, l vow to serve you, obey you, to die for you if need be, but let him go, Khaleesi"
Daenerys Targaryen,l must
Jorah Mormont,Don't ask me to stand aside as you climb on that pyre
Daenerys Targaryen,"ls that what you fear? (kisses Jorah on the cheek, then speaks to the rest of the Dothraki and Lhazareen who stayed with her) You will be my khalasar"
Daenerys Targaryen,"Ser Jorah, bind this woman to the pyre"
Mirri Maz Duur,You will not hear me scream
Daenerys Targaryen,I will
Jorah Mormont,(bowing) Blood of my blood
