TYRION,The bastard of Winterfell
JON,The dwarf of Casterly Rock
TYRION,I believe we last saw each other on top of the wall
JON,"You were pissing off the edge, if I remember right"
TYRION,It's been a long road
TYRION,I'm Tyrion Lannister
DAVOS,Davos Seaworth
TYRION,"Ah, the Onion Knight"
DAVOS,Unluckily for me
TYRION,Missandei is the queen's most trusted advisor
MISSANDEI,Welcome to Dragonstone
JON,Of course
MISSANDEI,"Please, this way"
DAVOS,Where are you from? I can't place the accent
MISSANDEI,I was born on the Island of Naarth
DAVOS,Ah
DAVOS,This place has changed
CUT TO,DRAGONSTONE - WALKWAY The group are making their way up to Dragonstone along a narrow stone pathway built into the cliffs leading to the castle
TYRION,"And Sansa, I hear she's alive and well"
JON,She is
TYRION,Does she miss me terribly? JON looks at TYRION and doesn't say anything
TYRION,A sham marriage and unconsummated
JON,She's starting to let on
TYRION,Good
JON,As long as you tell me how a Lannister became Hand to Daenerys Targaryen
TYRION,A long and bloody tale
JON,My bannermen think I'm a fool for coming here
TYRION,Of course they do
JON,True
TYRION,"I'd say you get used to them, but you never really do"
TYRION,Come
VARYS,I wondered why you weren't there to meet our guests
Don't you want to see him again? MELISANDRE,I've done my part
VARYS,Strange
MELISANDRE,My time whispering in the ears of kings has come to an end
VARYS,"Oh, I doubt that"
MELISANDRE,Neither of us is common folk anymore
VARYS,Good
MELISANDRE,"I will return, dear spider"
CUT TO,DRAGONSTONE - THRONE ROOM JON approaches the throne room
MISSANDEI,"You stand in the presence of Daenerys Stormborn of House Targaryen, rightful heir to the Iron Throne, rightful Queen of the Andals and the First Men, Protector of the Seven Kingdoms, the Mother of Dragons, the Khaleesi of the Great Grass Sea, The Unburnt, The Breaker of Chains"
DAVOS,This is Jon Snow
DAVOS,He's King in the North
DAENERYS,"Thank you for traveling so far, My Lords"
JON,"The winds were kind, Your Grace"
DAVOS,Apologies
DAERNEYS,"Forgive me, Ser Davos"
But do I have my facts wrong? DAVOS,"I wasn't there, My Grace"
DAENERYS,No
"In perpetuity means -- what does perpetuity mean, Lord Tyrion? TYRION",Forever
DAENERYS,Forever
JON,I am not
DAENERYS,Oh
