Jaime Lannister,"\"Summoned to court to answer for the crimes of your bannerman Gregor Clegane, the Mountain\" Uh, \"arrive within the fortnight or be branded an enemy of the Crown"
Tywin Lannister,Attacking him was stupid
Tywin Lannister,Lannisters don't act like fools
Jaime Lannister,Catelyn Stark took my brother
Jaime Lannister,"One of our men interfered, speared him through the leg before I could finish him"
Tywin Lannister,Clean
Tywin Lannister,You spend too much time worrying about what other people think of you
Jaime Lannister,I could care less what anyone thinks of me
Tywin Lannister,Now that's what you want people to think of you
Jaime Lannister,It's the truth
Tywin Lannister,The lion doesn't concern himself with the opinions of the sheep
Jaime Lannister,I didn't realize you placed such a high value on my brother's life
Tywin Lannister,He's a Lannister
Jaime Lannister,So the lion does concern himself with the opinions of
Tywin Lannister,"No, it's not an opinion, it's a fact! If another House can seize one of our own and hold him captive with impunity, we are no longer a House to be feared"
Tywin Lannister,Hmm
Cersei Lannister,You're in pain
Ned Stark,"I've had worse, my lady"
Cersei Lannister,Perhaps it's time to go home
Ned Stark,The South doesn't seem to agree with you
Ned Stark,I know the truth Jon Arryn died for
Cersei Lannister,My brother is worth a thousand of your friend
Cersei Lannister,Jaime and I are more than brother and sister
Ned Stark,My son saw you with him
Cersei Lannister,No more than I love mine
Ned Stark,And they are all Jaime's
Cersei Lannister,Thank the Gods
Ned Stark,You've always hated him
Cersei Lannister,Hated him? I worshiped him
Ned Stark,"When the King returns from his hunt, I'll tell him the truth"
Cersei Lannister,"And what of my wrath, Lord Stark? You should have taken the realm for yourself"
Ned Stark,"I've made many mistakes in my life, but that wasn't one of them"
Cersei Lannister,"Oh, but it was"
Ros,Come here
Petyr Baelish,"Let's start over, shall we? You be the man and you be the woman"
Ros,What she doesn't know won't hurt her
Petyr Baelish,A stupid saying
Ros,She must be very beautiful
Petyr Baelish,"No, not really"
Ros,I do believe my lord's in love
Petyr Baelish,For many years
Theon Greyjoy,You're a very lucky girl
Theon Greyjoy,"Trust me, My Lord"
You having a go at me? Is that it? Osha,I just don't understand how you Southerners do things
Theon Greyjoy,I'm not a Southerner
Osha,You're from South of the wall
Theon Greyjoy,Impudent
Do you want to lose that chain? Maester Luwin,Theon Greyjoy! The lady is our guest
Theon Greyjoy,I thought she was our prisoner
Maester Luwin,"Are the two mutually exclusive in your experience? Agitated as he is, Theon runs off"
Maester Luwin,Chances are I won't be nearby the next time that happens
Osha,I'm used to worse than him
Osha,I'm used to men who could chew that boy up and pick their teeth with his bones
Maester Luwin,Owls and Shadowcats and
Osha,I'm not talking about Owls and Shadowcats
Maester Luwin,"The \"things\" you speak of-- they've been gone for thousands of years"
Osha,"They wasn't gone, old man"
Samwell Tarly,I miss girls
Jon Snow,There's no rider
Night Watch stable boy,"Whoa, boy, whoa"
Jon Snow,That's my Uncle Benjen's horse
Renly Baratheon,Ned! It's Robert
Robert Baratheon,"I should have spent more time with you, shown you how to be a man"
Robert Baratheon,My fault
Cersei Lannister,"Robert, my sweet"
Robert Baratheon,"Out, all of you! On Robert's demand, everyone left except for Ned"
Ned Stark,You damned fool
Robert Baratheon,"Paper and ink on the table, write down what I say"
Robert Baratheon,Give it to the council after I'm dead
Ned Stark,I will
Robert Baratheon,"And my son Help him, Ned"
Ned Stark,"I'll, I'll do everything I can to honor your memory"
Robert Baratheon,My memory
Ned Stark,Give him milk of the poppy
Barristan Selmy,He was reeling from the wine
Ned Stark,No man could have protected him from himself
Ned Stark,His Grace has had a change of heart concerning Daenerys Targaryen
Lord Varys,I'm afraid those birds have flown
Khal Drogo,"The stallion who mounts the world, has no need for iron chairs"
Daenerys Stormborn,"According to the prophecy, the stallions will ride to the ends of the world"
Khal Drogo,The earth ends at the black salt sea
Daenerys Stormborn,"The earth does not end at the sea, there are many dirts beyond the sea"
Khal Drogo,Not dirt
Daenerys Stormborn,"Lands, yes"
Khal Drogo,Let's speak no more of wooden horses and iron chairs
Daenerys Stormborn,It's not a chair
Khal Drogo,A King does not need a chair to sit upon
Daenerys Stormborn,"My brother was a fool, I know, but he was the rightful heir to the Seven Kingdoms"
"Have I said something funny, Ser? Jorah Mormont","Forgive me, Khaleesi, but your ancestor Aegon the Conqueror didn't seize six of the kingdoms because they were his right"
Daenerys Stormborn,And because he had dragons
Jorah Mormont,"Ah well, having a few dragons makes things easier"
Daenerys Stormborn,You don't believe it
Jorah Mormont,"Have you ever seen a dragon, Khaleesi? I believe what my eyes and ears report"
Deanerys Targarian,"Well, I'll come with you"
Jorah Mormont,"No no, don't trouble yourself"
Little Bird,"Psst, Jorah the Andal"
Daenerys Stormborn,"My son already has his name, but I'll try your summerwine"
Wine Merchant,"My Lady, you are from Westeros"
